chunk_id,adsh,tag,version,ddate,qtrs,iprx,lang,dcml,durp,datp,company_name,cik,form,fiscal_year,fiscal_period,filed_date,chunk_position,chunk_text
1,0000002969-26-000020,AdditionalFinancialInformationDisclosureTextBlock,us-gaap/2025,20260331,2,0,en-US,32767,0.016438961,0.0,"AIR PRODUCTS & CHEMICALS, INC.",2969,10-Q,2026,Q2,20260430,1,"SUPPLEMENTAL INFORMATION Related Party Transactions We have related party sales to some of our equity affiliates and joint venture partners as well as other income primarily from fees charged for use of Air Products' patents and technology. Sales to and other income from related parties totaled approximately $105 and $190 for the three and six months ended 31 March 2026, respectively, and $70 and $150 for the three and six months ended 31 March 2025, respectively. Sales agreements with related parties include terms that are consistent with those that we believe would have been negotiated at an arms length with an independent party. As of 31 March 2026 and 30 September 2025, our consolidated balance sheets included related party trade receivables of approximately $205 and $105, respectively. Related party debt consists of shareholder loans with our joint venture partner, LuAn Clean Energy Company. Total debt owed to related parties was $244.3 and $236.5 as of 31 March 2026 and 30 September 2025, respectively. These amounts included $61.0 and $59.0, respectively, in ""Current portion of long-term debt"" on the consolidated balance sheets. Prior-Year Shareholder Activism-Related Costs We recorded shareholder activism-related costs in fiscal year 2025 in connection with a proxy contest that concluded in January 2025 following certification of the election of directors at the 2025 Annual Meeting of Shareholders. Costs of $31.4 ($31.0 after tax) incurred during the second quarter of fiscal year 2025 primarily reflect executive separation costs for our former chief executive officer following the Board of Directors appointment of a new chief executive officer, which included a noncash expense of $22.4 related to the acceleration of vesting of share-based awards and $7.3 in severance and other cash benefits. Costs of $61.3 ($52.9 after tax) incurred during the first six months of fiscal year 2025 also included legal"
2,0000002969-26-000020,AdditionalFinancialInformationDisclosureTextBlock,us-gaap/2025,20260331,2,0,en-US,32767,0.016438961,0.0,"AIR PRODUCTS & CHEMICALS, INC.",2969,10-Q,2026,Q2,20260430,2,"our former chief executive officer following the Board of Directors appointment of a new chief executive officer, which included a noncash expense of $22.4 related to the acceleration of vesting of share-based awards and $7.3 in severance and other cash benefits. Costs of $61.3 ($52.9 after tax) incurred during the first six months of fiscal year 2025 also included legal and other professional service fees, as well as incremental proxy solicitation costs related to the 2025 Annual Meeting of Shareholders, which were largely incurred during the first quarter of fiscal year 2025. Changes in Estimates Changes in estimates on sale of equipment projects accounted for under the cost incurred input method are recognized as a cumulative adjustment for the inception-to-date effect of such change. We recorded changes to project revenue and cost estimates that unfavorably impacted operating income by approximately $25 and $58 for the three and six months ended 31 March 2026, respectively, and operating loss by approximately $15 and $45 for the three and six months ended 31 March 2025, respectively."
3,0000002969-26-000020,BasisOfAccountingPolicyPolicyTextBlock,us-gaap/2025,20260331,2,0,en-US,32767,0.016438961,0.0,"AIR PRODUCTS & CHEMICALS, INC.",2969,10-Q,2026,Q2,20260430,1,"Basis of Presentation The interim consolidated financial statements of Air Products and Chemicals, Inc. and its controlled subsidiaries included herein have been prepared by us, without audit, pursuant to the rules and regulations of the Securities and Exchange Commission (the ""SEC""). The accompanying notes are an integral part of these statements. Certain information normally included in financial statements prepared in accordance with U.S. generally accepted accounting principles (""GAAP"") has been condensed or omitted as permitted under such rules and regulations. In managements opinion, the accompanying statements reflect adjustments necessary to fairly present our financial position, results of operations, and cash flows for the periods indicated and contain adequate disclosures to make the information presented not misleading. Adjustments included herein are of a normal, recurring nature unless otherwise disclosed in the notes to the interim consolidated financial statements. Certain prior period information has been reclassified to conform to the current year presentation. To fully understand the basis of presentation, the interim consolidated financial statements and related notes included herein should be read in conjunction with the consolidated financial statements and notes thereto included in our Annual Report on Form 10-K for the fiscal year ended 30 September 2025 (the "" 2025 Form 10-K ""), which was filed with the SEC on 20 November 2025. Results of operations for interim periods are not necessarily indicative of the results of operations for a full year."
4,0000002969-26-000020,BasisOfPresentationAndSignificantAccountingPoliciesTextBlock,us-gaap/2025,20260331,2,0,en-US,32767,0.016438961,0.0,"AIR PRODUCTS & CHEMICALS, INC.",2969,10-Q,2026,Q2,20260430,1,"BASIS OF PRESENTATION AND MAJOR ACCOUNTING POLICIES As used in this report, unless the context indicates otherwise, the terms we, our, us, the Company, ""Air Products"", or registrant include our controlled subsidiaries and affiliates. Basis of Presentation The interim consolidated financial statements of Air Products and Chemicals, Inc. and its controlled subsidiaries included herein have been prepared by us, without audit, pursuant to the rules and regulations of the Securities and Exchange Commission (the ""SEC""). The accompanying notes are an integral part of these statements. Certain information normally included in financial statements prepared in accordance with U.S. generally accepted accounting principles (""GAAP"") has been condensed or omitted as permitted under such rules and regulations. In managements opinion, the accompanying statements reflect adjustments necessary to fairly present our financial position, results of operations, and cash flows for the periods indicated and contain adequate disclosures to make the information presented not misleading. Adjustments included herein are of a normal, recurring nature unless otherwise disclosed in the notes to the interim consolidated financial statements. Certain prior period information has been reclassified to conform to the current year presentation. To fully understand the basis of presentation, the interim consolidated financial statements and related notes included herein should be read in conjunction with the consolidated financial statements and notes thereto included in our Annual Report on Form 10-K for the fiscal year ended 30 September 2025 (the "" 2025 Form 10-K ""), which was filed with the SEC on 20 November 2025. Results of operations for interim periods are not necessarily indicative of the results of operations for a full year. Major Accounting Policies Refer to our 2025 Form 10-K for a description of our major accounting policies. There were no significant changes to these accounting policies during the first six months of fiscal year"
5,0000002969-26-000020,BasisOfPresentationAndSignificantAccountingPoliciesTextBlock,us-gaap/2025,20260331,2,0,en-US,32767,0.016438961,0.0,"AIR PRODUCTS & CHEMICALS, INC.",2969,10-Q,2026,Q2,20260430,2,with the SEC on 20 November 2025. Results of operations for interim periods are not necessarily indicative of the results of operations for a full year. Major Accounting Policies Refer to our 2025 Form 10-K for a description of our major accounting policies. There were no significant changes to these accounting policies during the first six months of fiscal year 2026. Estimates and Assumptions Preparation of the interim consolidated financial statements in conformity with GAAP requires management to make estimates and assumptions that affect amounts reported in these statements and the accompanying notes. Actual results could differ from those estimates.
6,0000002969-26-000020,CommitmentsAndContingenciesDisclosureTextBlock,us-gaap/2025,20260331,2,0,en-US,32767,0.016438961,0.0,"AIR PRODUCTS & CHEMICALS, INC.",2969,10-Q,2026,Q2,20260430,1,"COMMITMENTS AND CONTINGENCIES Litigation We are involved in various legal proceedings, including commercial, competition, environmental, intellectual property, regulatory, product liability, and insurance matters. We do not currently believe there are any legal proceedings for which it is reasonably possible, individually or in the aggregate, to have a material impact on our financial condition, results of operations, or cash flows. Environmental In the normal course of business, we are involved in legal proceedings under the Comprehensive Environmental Response, Compensation, and Liability Act (""CERCLA,"" the federal Superfund law), the Resource Conservation and Recovery Act (""RCRA""), and similar state and foreign environmental laws relating to the designation of certain sites for investigation or remediation. Presently, there are 26 sites on which a final settlement or remediation has not been achieved where we, usually along with others, have been designated as a potentially responsible party by environmental authorities or are otherwise engaged in investigation or remediation, including cleanup activity at certain of our former and current manufacturing sites. We continually monitor these sites for which we have environmental exposure. Accruals for environmental loss contingencies are recorded when it is probable that a liability has been incurred and the amount of loss can be reasonably estimated. As of 31 March 2026 and 30 September 2025, the consolidated balance sheets included accruals of $83.9 and $85.6, respectively, primarily as part of other noncurrent liabilities. These environmental liabilities will be paid over a peri od of up to 30 years. W e estimate the exposure for environmental loss contingencies to range from $83 to a reasonably possible upper exposure of $97 as of 31 March 2026. Actual costs to be incurred at identified sites in future periods may vary from the estimates, given inherent uncertainties in evaluating environmental exposures. Using reasonably possible alternative assumptions of the exposure"
7,0000002969-26-000020,CommitmentsAndContingenciesDisclosureTextBlock,us-gaap/2025,20260331,2,0,en-US,32767,0.016438961,0.0,"AIR PRODUCTS & CHEMICALS, INC.",2969,10-Q,2026,Q2,20260430,2,"to 30 years. W e estimate the exposure for environmental loss contingencies to range from $83 to a reasonably possible upper exposure of $97 as of 31 March 2026. Actual costs to be incurred at identified sites in future periods may vary from the estimates, given inherent uncertainties in evaluating environmental exposures. Using reasonably possible alternative assumptions of the exposure level could result in an increase to the environmental accrual. Due to these inherent uncertainties, a significant increase to the reasonably possible upper exposure level could occur if a new site is designated, the scope of remediation is increased, a different remediation alternative is identified, or a significant increase in our proportionate share occurs. We do not expect that any sum we may have to pay in connection with environmental matters in excess of the amounts recorded or disclosed above would have a material adverse impact on our financial position or results of operations in any one year. Pace As of 31 March 2026, $53.1 of the environmental accrual was related to our facility in Pace, Florida. In 2006, we sold our Amines business, which included operations at the Pace facility and recognized a liability for retained environmental obligations associated with remediation activities at the facility. We are required by the Florida Department of Environmental Protection (""FDEP"") and the United States Environmental Protection Agency (""USEPA"") to continue our remediation efforts. We recognized a before-tax expense of $42 in fiscal year 2006 in results from discontinued operations and recorded an environmental accrual of $42 in continuing operations on the consolidated balance sheets. In the first quarter of 2015, we entered into a consent order with the FDEP requiring us to continue our remediation efforts at the Pace facility and complete a cost review every five years. In fiscal year 2020, we"
8,0000002969-26-000020,CommitmentsAndContingenciesDisclosureTextBlock,us-gaap/2025,20260331,2,0,en-US,32767,0.016438961,0.0,"AIR PRODUCTS & CHEMICALS, INC.",2969,10-Q,2026,Q2,20260430,3,"2006 in results from discontinued operations and recorded an environmental accrual of $42 in continuing operations on the consolidated balance sheets. In the first quarter of 2015, we entered into a consent order with the FDEP requiring us to continue our remediation efforts at the Pace facility and complete a cost review every five years. In fiscal year 2020, we completed an updated cost review of the environmental remediation status at the Pace facility and increased our environmental accrual for this site by $19 in continuing operations on the consolidated balance sheet and recognized a before-tax expense of $19 in results from discontinued operations. In fiscal year 2024, we completed our most recent cost review of the environmental remediation status at the Pace facility. Based on our review, we expect ongoing activities to continue for 30 years. Additionally, we increased our estimate of near-term spending for an optimized groundwater recovery system and future annual costs due to higher inflation. As a result of these changes, we increased our environmental accrual for this site by $19 in continuing operations on the consolidated balance sheets and recognized a before-tax expense of $19 in results from discontinued operations in fiscal year 2024. There have been no significant changes to the estimated exposure. We have implemented many of the remedial corrective measures at the Pace facility required under the 1995 consent orders issued by the FDEP and the USEPA. Contaminated soils have been bioremediated, and the treated soils have been secured in a lined on-site corrective action management unit. Several groundwater recovery systems have been installed to contain and remove contamination from groundwater. We completed an extensive assessment of the site to determine the efficacy of existing measures, what additional corrective measures may be needed, and whether newer remediation technologies that were not available"
9,0000002969-26-000020,CommitmentsAndContingenciesDisclosureTextBlock,us-gaap/2025,20260331,2,0,en-US,32767,0.016438961,0.0,"AIR PRODUCTS & CHEMICALS, INC.",2969,10-Q,2026,Q2,20260430,4,"and the treated soils have been secured in a lined on-site corrective action management unit. Several groundwater recovery systems have been installed to contain and remove contamination from groundwater. We completed an extensive assessment of the site to determine the efficacy of existing measures, what additional corrective measures may be needed, and whether newer remediation technologies that were not available in the 1990s might be better suited for groundwater remediation. Based on assessment results, we completed a focused feasibility study that identified alternative approaches that may more effectively remove contaminants. We continue to review alternative remedial approaches with the FDEP, and we completed additional field work during 2021 to support the design of an improved groundwater recovery network. This network targets areas of higher contaminant concentration and avoids areas of high groundwater iron which has proven to be a significant operability issue for the project. The design of the optimized recovery system was completed in fiscal year 2024, with construction expected to begin in fiscal year 2026. In the fourth quarter of fiscal year 2024, we completed an updated cost review which resulted in a change in assumptions regarding future operating costs as discussed above. Piedmont As of 31 March 2026, $9.8 of the environmental accrual was related to a production facility site in Piedmont, South Carolina. On 30 June 2008, we sold our Elkton, Maryland, and Piedmont, South Carolina, production facilities and the related North American atmospheric emulsions and global pressure sensitive adhesives businesses. In connection with the sale, we recognized a liability for retained environmental obligations associated with remediation activities at the Piedmont site. This site is under active remediation for contamination caused by an insolvent prior owner. We are required by the South Carolina Department of Environmental Services (""SCDES"") to address both contaminated soil and groundwater. Numerous"
